mean_ 1,mean_ 2,mean_ 3,mean_ 4,mean_ 5,mean_ 6,mean_ 7,mean_ 8,mean_ 9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29,mean_30,std_ 1,std_ 2,std_ 3,std_ 4,std_ 5,std_ 6,std_ 7,std_ 8,std_ 9,std_10,std_11,std_12,std_13,std_14,std_15,std_16,std_17,std_18,std_19,std_20,std_21,std_22,std_23,std_24,std_25,std_26,std_27,std_28,std_29,std_30,capacity_ 1,capacity_ 2,capacity_ 3,capacity_ 4,capacity_ 5,capacity_ 6,capacity_ 7,capacity_ 8,capacity_ 9,capacity_10,capacity_11,capacity_12,capacity_13,capacity_14,capacity_15,capacity_16,capacity_17,capacity_18,capacity_19,capacity_20,capacity_21,capacity_22,capacity_23,capacity_24,capacity_25,capacity_26,capacity_27,capacity_28,capacity_29,capacity_30,status_ 1,status_ 2,status_ 3,status_ 4,status_ 5,status_ 6,status_ 7,status_ 8,status_ 9,status_10,status_11,status_12,status_13,status_14,status_15,status_16,status_17,status_18,status_19,status_20,status_21,status_22,status_23,status_24,status_25,status_26,status_27,status_28,status_29,status_30
1460.375,1935.5,1655.75,837.875,1498.75,1075.25,1799,839,1519.375,1431.625,1295.75,1133,1563.625,942.25,1147.5,7.625,1165.375,813.375,626.75,1119.375,1025.625,2125.375,1370.75,1099.25,1118.375,1878.75,993.625,988.625,1324.125,852.625,305.279234004355,473.719326183765,288.373641553553,163.374624275445,342.700097961552,196.958117375243,321.672415443325,204.806528913788,337.518227021043,336.976445764389,284.594322802526,131.927469250559,293.298939406781,224.07763323073,311.559670964373,4.24053568044685,227.740414570123,159.304683367618,532.377886736211,261.178065968138,191.930744578053,473.630638940153,285.349284712113,196.063947294171,252.435529251671,486.724548090895,238.3076867653,267.71089817189,75.8126214520285,132.559353283188,2986.77117002178,4304.09663091882,3097.61820776777,1654.74812137723,3212.25048980776,2060.04058687622,3407.36207721662,1863.03264456894,3206.96613510522,3116.50722882194,2718.72161401263,1792.63734625279,3030.11969703391,2062.63816615365,2705.29835482187,28.8276784022343,2304.07707285061,1609.89841683809,3288.63943368106,2425.26532984069,1985.27872289026,4493.52819470076,2797.49642356056,2079.56973647085,2380.55264625836,4312.37274045447,2185.1634338265,2327.17949085945,1703.18810726014,1515.42176641594,1460,1935,1655,837,1498,1075,1799,839,1519,1431,1295,1133,1563,942,2705,7,1165,813,626,2425,1025,2557,1370,1099,1118,1878,993,988,1324,852
